decision_date,return_date,router_valid,router_fallback_used,risk_fallback_used,desired_exposure,final_exposure,pretrade_exposure,turnover,ambiguity_cvar,asset_simple_return,portfolio_net_return,weight_0,weight_1,weight_2,weight_3,weight_4,weight_5
2024-08-28,2024-08-29,True,False,False,0.40489214952406349,0.40000000000000002,0.39823918036254907,0.0017608196374509499,0.025333511984378738,0.0060576792734172713,0.0024213066231373315,0.59510785047593662,0.40489214952406349,0,0,0,0
2024-08-29,2024-08-30,True,False,False,0.41699147262740011,0.40000000000000002,0.40145032877499615,0.0014503287749961236,0.025333209358807417,-0.0042746343065509507,-0.0017113015715451985,0.58300852737259989,0.41699147262740011,0,0,0,0
2024-08-30,2024-08-31,True,False,False,0.41906638609612057,0.40000000000000002,0.39897233060208209,0.0010276693979179297,0.025332797406151363,-0.0023866832883117084,-0.0009557000036340968,0.58093361390387943,0.41906638609612057,0,0,0,0
2024-08-31,2024-09-01,True,False,False,0.40597132694291421,0.40000000000000002,0.39942664864756877,0.00057335135243125057,0.025332354596797772,-0.02819497241372293,-0.011278555850591343,0.59402867305708584,0.40597132694291421,0,0,0,0
2024-09-01,2024-09-02,True,False,False,0.40178411725370122,0.40000000000000002,0.39315602029309199,0.0068439797069080321,0.023709683089516615,0.031724291947930583,0.012682785951301012,0.59821588274629889,0.40178411725370122,0,0,0,0
2024-09-02,2024-09-03,True,False,False,0.4247886475107574,0.40000000000000002,0.40751842340388222,0.0075184234038822018,0.023710341546873667,-0.027973754523624272,-0.011196936105441258,0.5752113524892426,0.4247886475107574,0,0,0,0
2024-09-03,2024-09-04,True,False,False,0.41713690619574034,0.40000000000000002,0.39321032584306559,0.0067896741569344332,0.023551208979213201,0.0085873646046088492,0.0034281328455234572,0.58286309380425971,0.41713690619574034,0,0,0,0
2024-09-04,2024-09-05,True,False,False,0.43015655553630916,0.45000000000000001,0.40205391242715505,0.047946087572844964,0.026493890502291707,-0.030879679301196838,-0.013943135521197747,0.56984344446369095,0.43015655553630916,0,0,0,0
2024-09-05,2024-09-06,True,False,False,0.42133073688484818,0.40000000000000002,0.44224958066436337,0.042249580664363351,0.023549889644173115,-0.039449515157555903,-0.015821388953497495,0.57866926311515177,0.42133073688484818,0,0,0,0
2024-09-06,2024-09-07,True,False,False,0.41501269234096727,0.40000000000000002,0.39038031967222603,0.009619680327773994,0.023518026828197938,0.0035151241133437594,0.001396416439261472,0.58498730765903273,0.41501269234096727,0,0,0,0
2024-09-07,2024-09-08,True,False,False,0.41926991481120279,0.40000000000000002,0.40084244526733326,0.0008424452673332361,0.023509455933937887,0.013014134960715795,0.0052048071535404361,0.58073008518879721,0.41926991481120279,0,0,0,0
2024-09-08,2024-09-09,True,False,False,0.42710819374734965,0.45000000000000001,0.40310721729249305,0.046892782707506964,0.02649286505440392,0.039887862664574003,0.01790180371255623,0.57289180625265035,0.42710819374734965,0,0,0,0
2024-09-09,2024-09-10,True,False,False,0.43100524574839844,0.45000000000000001,0.45969816836593685,0.0096981683659368434,0.026456654133930006,0.010261246354049902,0.0046078179090738303,0.56899475425160151,0.43100524574839844,0,0,0,0
2024-09-10,2024-09-11,True,False,False,0.43154832615454686,0.45000000000000001,0.45252798534643873,0.0025279853464387214,0.026449673582264122,-0.005140973366877799,-0.0023159601521040019,0.56845167384545314,0.43154832615454686,0,0,0,0
2024-09-11,2024-09-12,True,False,False,0.42890172836148233,0.45000000000000001,0.44872465866857941,0.0012753413314205986,0.026384135039859341,0.013878933425417683,0.0062442367349366812,0.57109827163851778,0.42890172836148233,0,0,0,0
2024-09-12,2024-09-13,True,False,False,0.42879308029345609,0.45000000000000001,0.45341371559363508,0.0034137155936350694,0.026386216997621469,0.04088966104464653,0.01839687094094411,0.57120691970654391,0.42879308029345609,0,0,0,0
2024-09-13,2024-09-14,True,False,False,0.43247441332048225,0.45000000000000001,0.45993734058878771,0.009937340588787702,0.026392568510514077,-0.0085305957865929871,-0.0038486672974095137,0.56752558667951769,0.43247441332048225,0,0,0,0
2024-09-14,2024-09-15,True,False,False,0.43258165148964806,0.45000000000000001,0.44788054143287309,0.0021194585671269195,0.026384956886839984,-0.014282761678395373,-0.0064293485915702941,0.56741834851035189,0.43258165148964806,0,0,0,0
2024-09-15,2024-09-16,True,False,False,0.43210292556841318,0.45000000000000001,0.44644214931455478,0.0035578506854452296,0.026386357330012458,-0.015648012715912651,-0.0070451385198643246,0.56789707443158688,0.43210292556841318,0,0,0,0
2024-09-16,2024-09-17,True,False,False,0.42971596938163897,0.45000000000000001,0.44609965214100938,0.0039003478589906271,0.026386690791119674,0.03600564134189721,0.016198575060458076,0.57028403061836108,0.42971596938163897,0,0,0,0
2024-09-17,2024-09-18,True,False,False,0.4329642342593773,0.45000000000000001,0.45876931113000641,0.0087693111300063964,0.026391431297052015,0.024017934275258668,0.010799206333404143,0.56703576574062264,0.4329642342593773,0,0,0,0
2024-09-18,2024-09-19,True,False,False,0.43318323538304382,0.45000000000000001,0.45588087779179859,0.0058808777917985777,0.026388619068942513,0.019123152454110892,0.0085994871191428235,0.56681676461695618,0.43318323538304382,0,0,0,0
2024-09-19,2024-09-20,True,False,False,0.43346118099899905,0.45000000000000001,0.45469259845831655,0.0046925984583165437,0.026387462139855961,0.0041723203248880125,0.001872842737180358,0.566538819001001,0.43346118099899905,0,0,0,0
2024-09-20,2024-09-21,True,False,False,0.4335675053114994,0.45000000000000001,0.45103071406924272,0.0010307140692427108,0.025198153155927744,0.0023243229558933542,0.001044913538012171,0.56643249468850065,0.4335675053114994,0,0,0,0
2024-09-21,2024-09-22,True,False,False,0.43390669274676236,0.45000000000000001,0.45057466885937381,0.00057466885937379475,0.025197708601756769,0.003545489130692081,0.0015948945230850331,0.56609330725323759,0.43390669274676236,0,0,0,0
2024-09-22,2024-09-23,True,False,False,0.43402446669575306,0.45000000000000001,0.45087611075133055,0.00087611075133053884,0.025198002448172583,-0.0037893624149988314,-0.0017060877035451893,0.56597553330424699,0.43402446669575306,0,0,0,0
2024-09-23,2024-09-24,True,False,False,0.4336038425067999,0.45000000000000001,0.44906053080712549,0.00093946919287452024,0.025198064210162116,0.014605616767563889,0.0065715819015237376,0.56639615749320016,0.4336038425067999,0,0,0,0
2024-09-24,2024-09-25,True,False,False,0.43370447716592581,0.45000000000000001,0.45359128632169926,0.0035912863216992497,0.025200649209061149,-0.01712347953835236,-0.0077091294056872428,0.56629552283407425,0.43370447716592581,0,0,0,0
2024-09-25,2024-09-26,True,False,False,0.43350889446769852,0.45000000000000001,0.44572902856285201,0.0042709714371479968,0.025201311768049933,0.031971372701147027,0.014382785297110123,0.56649110553230142,0.43350889446769852,0,0,0,0
2024-09-26,2024-09-27,True,False,False,0.43406741222040873,0.45000000000000001,0.45780068536492696,0.0078006853649269514,0.02520475254325193,0.0092150909004431458,0.0041389578720232301,0.56593258777959121,0.43406741222040873,0,0,0,0
2024-09-27,2024-09-28,True,False,False,0.43499609978025766,0.45000000000000001,0.4522713163239846,0.0022713163239845846,0.025199362498543442,0.0013713145920337677,0.00061481884848113566,0.56500390021974234,0.43499609978025766,0,0,0,0
2024-09-28,2024-09-29,True,False,False,0.43584933013237981,0.45000000000000001,0.45033919104959225,0.00033919104959223567,0.025197479057316272,-0.0039382690745674021,-0.0017725596734834426,0.56415066986762019,0.43584933013237981,0,0,0,0
2024-09-29,2024-09-30,True,False,False,0.43659673234180041,0.45000000000000001,0.4490235479150726,0.00097645208492741498,0.025198100261190785,-0.034567904998087262,-0.015556518511967932,0.56340326765819959,0.43659673234180041,0,0,0,0
2024-09-30,2024-10-01,True,False,False,0.43139050392474115,0.45000000000000001,0.44130925411786615,0.0086907458821338657,0.024938290666434614,-0.039528443681006387,-0.017796335813088371,0.56860949607525879,0.43139050392474115,0,0,0,0
2024-10-01,2024-10-02,True,False,False,0.42980810033810052,0.45000000000000001,0.4400395354408882,0.0099604645591118146,0.024939528731257876,-0.003119888880670052,-0.0014138964768665163,0.57019189966189943,0.42980810033810052,0,0,0,0
2024-10-02,2024-10-03,True,False,False,0.42953410376304713,0.45000000000000001,0.44922674188630835,0.00077325811369166608,0.02493057056018393,0.0017396122066362096,0.00078205162954647633,0.57046589623695287,0.42953410376304713,0,0,0,0
2024-10-03,2024-10-04,True,False,False,0.4299734781880189,0.45000000000000001,0.45043021723612253,0.00043021723612252094,0.024930236071252613,0.021889279553325647,0.0098497413440450376,0.57002652181198121,0.4299734781880189,0,0,0,0
2024-10-04,2024-10-05,True,False,False,0.43141579779971445,0.45000000000000001,0.4553647529299697,0.005364752929969685,0.024935047589876701,-0.00031571656384399294,-0.00014743644447612336,0.56858420220028549,0.43141579779971445,0,0,0,0
2024-10-05,2024-10-06,True,False,False,0.43134741536400134,0.45000000000000001,0.449921849047351,7.8150952649014283e-05,0.024929892781916891,0.012213710937877709,0.0054960913415615931,0.56865258463599866,0.43134741536400134,0,0,0,0
2024-10-06,2024-10-07,True,False,False,0.43549806332583446,0.45000000000000001,0.45300636993710192,0.0030063699371019048,0.024932748000939225,-0.009134120988102401,-0.0041133484573372403,0.56450193667416559,0.43549806332583446,0,0,0,0
2024-10-07,2024-10-08,True,False,False,0.43134976220913457,0.45000000000000001,0.44772997444581858,0.0022700255541814318,0.024932030013486706,-0.001423393782050475,-0.00064279577346382233,0.56865023779086554,0.43134976220913457,0,0,0,0
2024-10-08,2024-10-09,True,False,False,0.43139716559248037,0.45000000000000001,0.4496474842430111,0.00035251575698891369,0.024930160306857085,-0.024586128674163765,-0.011064106518981709,0.56860283440751958,0.43139716559248037,0,0,0,0
2024-10-09,2024-10-10,True,False,False,0.42978020693338859,0.45000000000000001,0.44384685626046555,0.0061531437395344613,0.024935816326247938,-0.0051559654817513456,-0.0023263233340991007,0.57021979306661141,0.42978020693338859,0,0,0,0
2024-10-10,2024-10-11,True,False,False,0.42945259921189344,0.45000000000000001,0.44872093086693204,0.0012790691330679671,0.024931063761427376,0.03619591419883883,0.016286861486659809,0.57054740078810662,0.42945259921189344,0,0,0,0
2024-10-11,2024-10-12,True,False,False,0.43009824672227315,0.45000000000000001,0.45881491008609659,0.0088149100860965834,0.0249384117352477,0.011291308396560451,0.005072229079025492,0.56990175327772696,0.43009824672227315,0,0,0,0
2024-10-12,2024-10-13,True,False,False,0.43032159846515583,0.45000000000000001,0.45278047100811059,0.0027804710081105743,0.024932527733629081,-0.005287547998500064,-0.0023821704544899625,0.56967840153484417,0.43032159846515583,0,0,0,0
2024-10-13,2024-10-14,True,False,False,0.42992558668791475,0.45000000000000001,0.44868821060314135,0.0013117893968586647,0.024931095665981076,0.051069731783702776,0.022980037366539641,0.57007441331208519,0.42992558668791475,0,0,0,0
2024-10-14,2024-10-15,True,False,False,0.43390090973115059,0.45000000000000001,0.46235580517123637,0.012355805171236356,0.024941864356467849,0.015069224914008084,0.0067687116195491726,0.56609909026884941,0.43390090973115059,0,0,0,0
2024-10-15,2024-10-16,True,False,False,0.43693089396510393,0.45000000000000001,0.45370451230809172,0.0037045123080917119,0.024933428738748993,0.0080563527263239898,0.0036216407843516762,0.56306910603489613,0.43693089396510393,0,0,0,0
2024-10-16,2024-10-17,True,False,False,0.4382651156224161,0.45000000000000001,0.45198674463775468,0.0019867446377546671,0.0249317537947116,-0.0029504021864033003,-0.0013296650907561602,0.5617348843775839,0.4382651156224161,0,0,0,0
2024-10-17,2024-10-18,True,False,False,0.4376363877651876,0.45000000000000001,0.44926880466472308,0.00073119533527693514,0.024930529546022897,0.014902459862589534,0.0067053708393558509,0.56236361223481246,0.4376363877651876,0,0,0,0
2024-10-18,2024-10-19,True,False,False,0.43758477286134106,0.45000000000000001,0.4536637890547906,0.0036637890547905894,0.024933389030718903,-0.00074682380657997705,-0.00033973327072356341,0.56241522713865899,0.43758477286134106,0,0,0,0
2024-10-19,2024-10-20,True,False,False,0.43676335224434693,0.45000000000000001,0.44981509896804983,0.00018490103195017982,0.02492999687073634,0.0096311355525653397,0.0043338252962594748,0.56323664775565307,0.43676335224434693,0,0,0,0
2024-10-20,2024-10-21,True,False,False,0.43606384594244113,0.45000000000000001,0.45237341962251149,0.0023734196225114745,0.024932130829959865,-0.02403575231238364,-0.010818436289078304,0.56393615405755892,0.43606384594244113,0,0,0,0
2024-10-21,2024-10-22,True,False,False,0.43120695437084461,0.45000000000000001,0.44398610447622616,0.006013895523773849,0.024935680549464684,0.00083121447856870923,0.00036803037035548769,0.56879304562915534,0.43120695437084461,0,0,0,0
2024-10-22,2024-10-23,True,False,False,0.43109404970199061,0.45000000000000001,0.45020564866128066,0.00020564866128064407,0.02493001710113112,-0.011324789810655433,-0.0050963600154386723,0.5689059502980095,0.43109404970199061,0,0,0,0
2024-10-23,2024-10-24,True,False,False,0.4308861669750727,0.45000000000000001,0.44718275741581254,0.0028172425841874738,0.024932563588496555,0.022918019851883464,0.010310262636233691,0.56911383302492724,0.4308861669750727,0,0,0,0
2024-10-24,2024-10-25,True,False,False,0.43224964364905494,0.45000000000000001,0.45561430893372229,0.0056143089337222785,0.024935290924495042,-0.021919154146777808,-0.0098691782975773856,0.56775035635094506,0.43224964364905494,0,0,0,0
2024-10-25,2024-10-26,True,False,False,0.4305781784487101,0.45000000000000001,0.44452096624522158,0.0054790337547784285,0.024935159021701486,0.0058473569946384529,0.002625817196792557,0.56942182155128984,0.4305781784487101,0,0,0,0
2024-10-26,2024-10-27,True,False,False,0.43171419937777133,0.45000000000000001,0.45144342276248917,0.0014434227624891549,0.024931224017751021,0.013680783701115695,0.0061549003565197768,0.56828580062222878,0.43171419937777133,0,0,0,0
2024-10-27,2024-10-28,True,False,False,0.4322829606171944,0.45000000000000001,0.45336527613929589,0.0033652761392958808,0.024933097959675628,0.028667178396755588,0.012896821589563512,0.5677170393828056,0.4322829606171944,0,0,0,0
2024-10-28,2024-10-29,True,False,False,0.43318434797759553,0.45000000000000001,0.45700476358984138,0.0070047635898413674,0.024936646715371588,0.039687452200800166,0.017852223626221297,0.56681565202240447,0.43318434797759553,0,0,0,0
2024-10-29,2024-10-30,True,False,False,0.4365276770398141,0.45000000000000001,0.45965029636561766,0.0096502963656176499,0.02493922629550048,-0.0052605237974765462,-0.002376863160703846,0.56347232296018601,0.4365276770398141,0,0,0,0
